Network_type,Operator,State,Signal_strength_dBm,No_of_Issues_Resolved,Plan_Type,Months_Active,Latency_Score,Customer_Churn
4G,Vi,Rajasthan,-111.12,1,Monthly Plan,17,80.55153493801312,1
4G,Vi,Tamil Nadu,-86.84,4,Monthly Plan,4,38.49981970424446,1
5G,Vi,Telangana,-110.03,1,Yearly Plan,6,78.42023260530257,1
4G,Vi,Uttar Pradesh,-97.23,13,Yearly Plan,55,56.3654921327212,0
5G,Vi,Gujarat,-87.41,5,Monthly Plan,4,35.97402999014758,1
4G,Vi,Tamil Nadu,-94.75,7,Yearly Plan,46,52.02414258272836,0
4G,Vi,Delhi,-93.01,2,Monthly Plan,12,49.32159257309621,1
4G,Vi,Tamil Nadu,-85.76,5,Monthly Plan,46,38.44695393674474,0
5G,Vi,Gujarat,-98.2,6,Monthly Plan,15,55.68645032841387,0
5G,Vi,Tamil Nadu,-80.38,1,Monthly Plan,1,22.63266098775447,1
5G,Vi,Uttar Pradesh,-75.44,0,3 Months Plan,9,13.40685748120411,1
5G,Vi,West Bengal,-89.36,2,3 Months Plan,3,40.02931500049503,1
4G,Vi,Delhi,-96.08,12,Yearly Plan,41,53.43338330884746,0
4G,Vi,West Bengal,-96.03,4,3 Months Plan,20,56.38856628220089,1
4G,Vi,Rajasthan,-78.85,5,Yearly Plan,15,28.17877373140931,1
4G,Vi,Tamil Nadu,-102.39,3,Monthly Plan,17,64.2117898449776,1
5G,Vi,Gujarat,-81.36,1,Monthly Plan,8,23.61914978162166,1
4G,Vi,Rajasthan,-101.09,3,Monthly Plan,19,61.95710470606202,0
5G,Vi,Kerala,-99.66,2,3 Months Plan,2,57.09140527671101,1
5G,Vi,Kerala,-117.18,4,Monthly Plan,14,88.35220917557372,1
5G,Vi,Telangana,-83.05,3,Yearly Plan,26,29.788184244421416,0
5G,Vi,Rajasthan,-76.1,0,Yearly Plan,12,14.442824154106908,1
4G,Vi,Telangana,-82.17,1,3 Months Plan,10,30.627226020057392,1
4G,Vi,Tamil Nadu,-116.97,3,3 Months Plan,24,88.3514163286541,0
4G,Vi,Telangana,-94.48,9,Monthly Plan,46,50.42283966016321,0
4G,Vi,Telangana,-103.07,1,Yearly Plan,23,64.83831712790122,1
4G,Vi,Telangana,-94.92,3,3 Months Plan,2,54.391908656566336,1
4G,Vi,Kerala,-87.6,4,Yearly Plan,19,42.269099654458095,0
5G,Vi,Tamil Nadu,-78.78,10,Yearly Plan,17,21.655753419863764,0
5G,Vi,Tamil Nadu,-101.88,14,3 Months Plan,53,62.08197123878328,0
4G,Vi,West Bengal,-120.0,9,Yearly Plan,20,94.65907959380937,0
4G,Vi,Rajasthan,-102.56,2,Monthly Plan,22,67.3627520990102,0
4G,Vi,Uttar Pradesh,-106.94,3,Monthly Plan,61,73.80391403039515,0
5G,Vi,Delhi,-82.26,3,Monthly Plan,4,28.240332385211207,1
4G,Vi,West Bengal,-91.41,1,3 Months Plan,7,47.24725573367655,1
5G,Vi,Tamil Nadu,-109.3,0,Monthly Plan,5,76.21517081367679,1
5G,Vi,Telangana,-91.52,7,Yearly Plan,22,42.6473936799413,0
4G,Vi,Telangana,-98.33,2,Monthly Plan,30,60.545816202583055,0
4G,Vi,Rajasthan,-83.2,6,Yearly Plan,3,34.471253719021924,1
5G,Vi,Gujarat,-99.13,1,Yearly Plan,3,57.08411253984791,1
4G,Vi,Karnataka,-84.12,9,Yearly Plan,57,34.04657842159314,0
4G,Vi,Gujarat,-107.62,3,Monthly Plan,22,74.6284045953136,1
4G,Vi,Gujarat,-100.88,12,3 Months Plan,13,65.1788629484609,0
5G,Vi,Rajasthan,-72.54,0,Monthly Plan,3,9.251644348716482,1
4G,Vi,Delhi,-90.81,13,Monthly Plan,66,47.01061995248004,0
5G,Vi,Telangana,-90.95,3,3 Months Plan,28,45.99527896242779,0
4G,Vi,West Bengal,-85.9,11,3 Months Plan,30,39.56251247197551,0
5G,Vi,Karnataka,-100.4,1,Yearly Plan,5,59.59181064032973,1
5G,Vi,Maharashtra,-94.63,5,3 Months Plan,3,51.38172767468743,1
4G,Vi,Uttar Pradesh,-105.76,2,Yearly Plan,24,71.18337201106843,1
4G,Vi,Tamil Nadu,-92.04,0,Yearly Plan,5,49.14240398549588,1
5G,Vi,Tamil Nadu,-86.79,7,Monthly Plan,11,35.042149655946055,1
5G,Vi,Karnataka,-94.83,7,Monthly Plan,24,51.188281618981655,1
5G,Vi,Tamil Nadu,-76.15,9,Yearly Plan,17,16.266675361677212,0
4G,Vi,Uttar Pradesh,-93.71,1,Monthly Plan,8,51.66365697503487,1
4G,Vi,Maharashtra,-110.27,4,Yearly Plan,2,76.69081719023178,1
4G,Vi,Kerala,-79.42,14,Monthly Plan,58,24.623295868029945,0
4G,Vi,Karnataka,-88.05,1,Monthly Plan,7,41.7546912374784,1
5G,Vi,Kerala,-82.56,8,3 Months Plan,17,27.455187514462192,1
4G,Vi,West Bengal,-106.57,6,Yearly Plan,26,71.79322746938239,0
5G,Vi,Tamil Nadu,-98.39,0,Monthly Plan,15,56.70844364262292,1
4G,Vi,West Bengal,-88.54,6,Monthly Plan,14,39.96211138367203,0
5G,Vi,West Bengal,-95.13,7,3 Months Plan,29,53.05336113442699,0
4G,Vi,Maharashtra,-107.69,2,Monthly Plan,15,75.72642007002236,1
4G,Vi,Uttar Pradesh,-90.17,0,Monthly Plan,21,44.86006334383978,1
4G,Vi,Kerala,-92.57,1,3 Months Plan,15,50.18913539677335,1
5G,Vi,Rajasthan,-100.76,2,3 Months Plan,21,61.3023765450556,0
5G,Vi,Tamil Nadu,-79.69,5,3 Months Plan,58,21.22978300751906,0
5G,Vi,Maharashtra,-84.65,10,Yearly Plan,42,34.85097313561008,0
4G,Vi,Rajasthan,-94.38,6,3 Months Plan,32,49.71935741982954,0
4G,Vi,Maharashtra,-82.01,1,Monthly Plan,5,30.103610825653394,1
4G,Vi,Kerala,-108.21,12,Monthly Plan,17,73.59791604156669,0
5G,Vi,Gujarat,-84.85,3,Monthly Plan,5,31.13160570203848,1
5G,Vi,Delhi,-74.39,0,Yearly Plan,15,13.089482566016189,1
5G,Vi,Telangana,-110.32,3,Yearly Plan,9,80.0735220429809,1
4G,Vi,West Bengal,-107.61,0,3 Months Plan,7,74.76148336924018,1
4G,Vi,Delhi,-85.22,2,3 Months Plan,24,35.93279288140786,1
5G,Vi,Karnataka,-90.49,11,Monthly Plan,49,45.15820672138992,0
4G,Vi,Kerala,-103.58,0,Monthly Plan,1,68.72383344249423,1
5G,Vi,Gujarat,-103.5,5,3 Months Plan,45,69.26227075897322,0
5G,Vi,Gujarat,-86.95,1,Monthly Plan,52,34.90588013931471,0
4G,Vi,Telangana,-87.12,5,Yearly Plan,12,39.77579358226417,0
4G,Vi,Rajasthan,-79.96,6,3 Months Plan,56,27.3850569877732,0
5G,Vi,West Bengal,-76.92,4,3 Months Plan,44,19.1081598134808,0
5G,Vi,Rajasthan,-115.7,0,Yearly Plan,2,90.19183487574816,1
4G,Vi,Kerala,-106.52,3,Monthly Plan,4,73.50732094445212,1
5G,Vi,Gujarat,-101.78,0,Yearly Plan,22,60.647262362715246,1
5G,Vi,Gujarat,-116.25,0,Yearly Plan,3,89.69155412395683,1
4G,Vi,Rajasthan,-82.82,1,Yearly Plan,10,31.481373199349385,1
4G,Vi,Rajasthan,-117.84,4,Yearly Plan,8,90.49119909005442,1
5G,Vi,Maharashtra,-90.43,3,3 Months Plan,2,44.627690719451664,1
5G,Vi,Gujarat,-97.12,0,Yearly Plan,6,54.342036949127184,1
4G,Vi,Uttar Pradesh,-86.55,7,3 Months Plan,8,36.68921444965959,1
4G,Vi,Maharashtra,-89.09,0,Monthly Plan,8,42.77721669418198,1
5G,Vi,Tamil Nadu,-91.02,6,3 Months Plan,21,44.41081110014162,1
4G,Vi,Uttar Pradesh,-86.92,6,Yearly Plan,47,37.74945095179169,0
4G,Vi,Telangana,-89.3,7,Yearly Plan,16,44.44125033619694,1
5G,Vi,Maharashtra,-85.79,7,Monthly Plan,52,32.4015667877932,0
4G,Vi,Karnataka,-98.51,2,Yearly Plan,22,59.12132485909846,1
4G,Vi,Gujarat,-93.1,1,Monthly Plan,9,48.87442187073112,1
4G,Vi,Telangana,-88.3,8,3 Months Plan,35,43.21410634062661,0
5G,Vi,Delhi,-76.62,2,3 Months Plan,19,16.72668455363537,0
5G,Vi,Maharashtra,-93.32,12,Yearly Plan,16,50.22395341064668,0
5G,Vi,Delhi,-101.29,1,Yearly Plan,19,64.01647704668541,1
5G,Vi,West Bengal,-92.37,3,Monthly Plan,66,45.73128361578628,0
5G,Vi,Delhi,-93.43,1,Monthly Plan,68,47.24557626550806,0
5G,Vi,Maharashtra,-111.55,1,3 Months Plan,5,81.31587002408294,1
4G,Vi,Delhi,-87.27,3,3 Months Plan,9,41.4331250911079,1
5G,Vi,Delhi,-77.68,8,Yearly Plan,14,20.68728883787789,0
4G,Vi,Rajasthan,-92.93,11,Yearly Plan,21,49.166447362316326,0
5G,Vi,Karnataka,-80.43,4,Yearly Plan,23,25.86726203373022,1
4G,Vi,Gujarat,-93.57,1,3 Months Plan,70,48.8315084967523,0
5G,Vi,Gujarat,-79.97,10,Monthly Plan,55,22.41280525184251,0
4G,Vi,Tamil Nadu,-78.92,0,3 Months Plan,5,24.28256878090333,1
5G,Vi,Rajasthan,-95.87,1,Monthly Plan,24,51.45814583288152,1
5G,Vi,Telangana,-76.55,2,3 Months Plan,1,15.875753898992444,1
4G,Vi,Telangana,-98.54,5,Yearly Plan,9,60.94603040459534,1
5G,Vi,Telangana,-86.98,0,Yearly Plan,3,37.56816580317933,1
4G,Vi,Maharashtra,-100.77,1,Monthly Plan,23,64.1661000358789,1
4G,Vi,Karnataka,-95.08,2,Yearly Plan,23,52.5590842895373,0
5G,Vi,Maharashtra,-108.1,6,3 Months Plan,13,74.59883461625462,1
4G,Vi,Maharashtra,-94.97,3,3 Months Plan,11,53.75939392354794,1
5G,Vi,Tamil Nadu,-87.11,6,3 Months Plan,39,35.019484189958014,0
4G,Vi,Uttar Pradesh,-95.13,12,Monthly Plan,25,52.75315585477458,0
5G,Vi,Delhi,-79.74,0,3 Months Plan,7,21.786080815344004,1
4G,Vi,Kerala,-96.49,3,Yearly Plan,9,55.78642389864288,1
4G,Vi,West Bengal,-103.46,0,3 Months Plan,18,68.08000609962663,1
4G,Vi,Karnataka,-107.38,2,Monthly Plan,23,74.46041962334233,1
5G,Vi,Rajasthan,-90.75,7,3 Months Plan,9,43.46035359861917,1
4G,Vi,West Bengal,-91.42,1,3 Months Plan,4,43.76597307065119,1
4G,Vi,Delhi,-77.91,2,Yearly Plan,16,23.525940882995776,1
5G,Vi,Telangana,-88.35,9,Monthly Plan,49,38.30759297627101,0
5G,Vi,Uttar Pradesh,-97.93,9,Monthly Plan,62,56.65554923631949,0
5G,Vi,Delhi,-72.34,5,3 Months Plan,35,11.766384441899264,0
5G,Vi,Delhi,-75.57,4,Yearly Plan,9,17.006094525277017,1
5G,Vi,Gujarat,-86.29,7,Yearly Plan,18,34.49046623903108,1
4G,Vi,Kerala,-98.54,5,Yearly Plan,14,56.93812926621107,1
4G,Vi,Uttar Pradesh,-90.56,4,3 Months Plan,19,44.48767874327159,1
5G,Vi,Maharashtra,-79.74,0,3 Months Plan,9,24.161901379472628,1
4G,Vi,Tamil Nadu,-101.49,1,3 Months Plan,23,65.88783479489622,1
5G,Vi,Maharashtra,-112.19,6,3 Months Plan,12,84.25269819717063,1
5G,Vi,Karnataka,-108.21,5,3 Months Plan,17,75.48511739018842,0
4G,Vi,Uttar Pradesh,-100.67,6,Monthly Plan,17,61.98819926310243,1
5G,Vi,Rajasthan,-88.17,1,Yearly Plan,64,35.49286307019741,0
5G,Vi,Telangana,-78.82,2,3 Months Plan,29,23.006736407888724,0
4G,Vi,Rajasthan,-87.63,2,Yearly Plan,14,42.79374182551084,1
4G,Vi,West Bengal,-82.23,4,3 Months Plan,18,33.6891710432478,1
4G,Vi,Kerala,-120.0,7,Monthly Plan,65,94.2173158667941,0
5G,Vi,Uttar Pradesh,-82.11,10,3 Months Plan,23,27.279545153889888,0
5G,Vi,Uttar Pradesh,-87.79,4,3 Months Plan,31,38.79698009400791,0
4G,Vi,Tamil Nadu,-119.54,5,3 Months Plan,6,94.67123738870174,1
5G,Vi,Telangana,-81.14,0,Yearly Plan,10,26.400878973999813,1
5G,Vi,Karnataka,-77.42,2,3 Months Plan,18,17.57792025067989,1
5G,Vi,Karnataka,-82.85,0,Monthly Plan,6,27.33445151412158,1
5G,Vi,Maharashtra,-88.12,0,Yearly Plan,23,36.84869113127752,1
4G,Vi,Maharashtra,-100.03,0,Monthly Plan,1,63.762006955976425,1
4G,Vi,Rajasthan,-120.0,2,Yearly Plan,13,96.70929339773258,1
4G,Vi,Karnataka,-100.07,0,3 Months Plan,9,63.88393150826487,1
4G,Vi,Karnataka,-102.88,2,3 Months Plan,3,67.70414656266976,1
4G,Vi,Delhi,-110.88,6,Yearly Plan,34,81.16382332890933,0
5G,Vi,Kerala,-84.97,12,Monthly Plan,50,33.8698492804194,0
5G,Vi,West Bengal,-86.44,6,Yearly Plan,9,34.06881734135786,1
4G,Vi,West Bengal,-99.74,6,Yearly Plan,22,61.51923123169404,0
4G,Vi,Gujarat,-85.78,6,Monthly Plan,17,35.2802646571942,0
5G,Vi,Telangana,-82.77,14,Monthly Plan,16,26.631874105413367,0
5G,Vi,Karnataka,-73.15,11,3 Months Plan,20,11.00873014163354,0
4G,Vi,Tamil Nadu,-104.48,1,Monthly Plan,10,70.9743265425106,1
4G,Vi,Uttar Pradesh,-101.62,3,Monthly Plan,64,64.9118163007974,0
4G,Vi,Karnataka,-89.11,3,Yearly Plan,32,40.89836264443625,0
4G,Vi,Uttar Pradesh,-107.87,1,Monthly Plan,6,74.53218465683017,1
5G,Vi,Gujarat,-99.31,5,Yearly Plan,21,59.93143268371215,1
5G,Vi,West Bengal,-96.64,7,Yearly Plan,17,53.97040213581151,1
4G,Vi,West Bengal,-82.74,6,Yearly Plan,4,31.430233916684514,1
4G,Vi,Kerala,-96.81,0,3 Months Plan,8,58.67757904758975,1
4G,Vi,Uttar Pradesh,-78.05,0,Monthly Plan,14,22.59364075418234,1
5G,Vi,Gujarat,-76.87,1,Yearly Plan,11,16.727855384739595,1
5G,Vi,West Bengal,-89.21,1,Yearly Plan,2,38.50467494712543,1
4G,Vi,Maharashtra,-83.3,3,Monthly Plan,38,33.1190343806599,0
5G,Vi,Maharashtra,-79.12,9,Yearly Plan,25,20.35692236226585,0
5G,Vi,Telangana,-104.22,0,Monthly Plan,19,68.49024049944407,1
4G,Vi,Rajasthan,-89.28,3,Monthly Plan,11,43.98102313528046,1
4G,Vi,Karnataka,-96.49,2,3 Months Plan,58,56.846380514647954,0
4G,Vi,Delhi,-120.0,7,Monthly Plan,10,94.52255901549358,1
5G,Vi,Delhi,-86.62,0,3 Months Plan,23,34.651354537530565,1
5G,Vi,Tamil Nadu,-77.27,1,3 Months Plan,8,19.654478272622686,1
5G,Vi,Tamil Nadu,-98.38,0,Monthly Plan,5,54.54173305371792,1
4G,Vi,Tamil Nadu,-90.03,2,Monthly Plan,15,44.56984804293038,1
5G,Vi,Gujarat,-83.63,2,3 Months Plan,1,32.719023024667685,1
5G,Vi,Maharashtra,-119.7,0,Yearly Plan,11,96.13169558167527,1
5G,Vi,Gujarat,-81.93,1,3 Months Plan,18,29.3156964195327,1
4G,Vi,Maharashtra,-96.28,4,Yearly Plan,26,53.15036480216576,0
4G,Vi,Gujarat,-97.74,0,Monthly Plan,16,57.03928210729404,1
4G,Vi,Tamil Nadu,-88.32,3,3 Months Plan,62,42.18295412489966,0
5G,Vi,Uttar Pradesh,-98.55,5,Yearly Plan,18,56.77467026922432,1
5G,Vi,Rajasthan,-109.34,2,Yearly Plan,12,76.56836617606575,0
4G,Vi,Gujarat,-88.78,0,Yearly Plan,6,43.21834241159978,1
4G,Vi,Tamil Nadu,-87.45,4,Monthly Plan,14,39.14191133781292,1
5G,Vi,Kerala,-89.92,10,Yearly Plan,53,43.048354492610514,0
4G,Vi,Gujarat,-83.93,7,Monthly Plan,60,36.739455886303176,0
4G,Vi,Karnataka,-85.58,1,Yearly Plan,39,36.78939332090428,0
4G,Vi,Uttar Pradesh,-98.77,2,3 Months Plan,57,60.14455550098735,0
4G,Vi,Tamil Nadu,-91.91,2,3 Months Plan,34,46.747195913968106,0
4G,Vi,West Bengal,-78.54,6,3 Months Plan,9,23.012796308617805,1
4G,Vi,Tamil Nadu,-89.86,6,Yearly Plan,42,45.18378385349615,0
5G,Vi,Telangana,-78.89,6,3 Months Plan,27,24.14413566122619,0
5G,Vi,Uttar Pradesh,-84.54,9,Yearly Plan,51,31.550404387254428,0
4G,Vi,Tamil Nadu,-90.67,1,Yearly Plan,15,47.07812948681772,1
5G,Vi,Telangana,-118.44,2,Monthly Plan,2,95.4217784419585,1
5G,Vi,Telangana,-81.99,5,3 Months Plan,52,28.688016305442925,0
4G,Vi,Gujarat,-85.39,2,Yearly Plan,2,35.77218108662981,1
5G,Vi,Gujarat,-76.01,1,Monthly Plan,23,16.69639912757632,1
5G,Vi,Karnataka,-76.45,5,3 Months Plan,61,17.146342242600493,0
4G,Vi,Kerala,-92.72,4,3 Months Plan,18,47.88823969666222,1
4G,Vi,West Bengal,-101.83,11,3 Months Plan,52,66.57104985161337,0
5G,Vi,Maharashtra,-86.29,3,Yearly Plan,20,32.70947916889319,1
4G,Vi,Maharashtra,-84.34,0,Monthly Plan,12,37.21963079955195,1
4G,Vi,Rajasthan,-86.2,11,Monthly Plan,14,35.17213127174096,0
5G,Vi,Karnataka,-103.04,1,3 Months Plan,1,64.96348790045403,1
4G,Vi,Uttar Pradesh,-83.85,0,Yearly Plan,12,34.840759240690886,1
4G,Vi,Kerala,-90.02,2,Monthly Plan,2,44.39991607346886,1
5G,Vi,Kerala,-83.34,9,Yearly Plan,59,29.8385474030927,0
4G,Vi,Rajasthan,-79.5,7,Yearly Plan,16,25.02204782682009,1
5G,Vi,Rajasthan,-106.55,3,Monthly Plan,3,70.79125698554756,1
4G,Vi,Maharashtra,-79.01,0,Monthly Plan,22,25.37494660448868,1
5G,Vi,Tamil Nadu,-94.57,1,3 Months Plan,23,50.43387336249828,1
4G,Vi,Uttar Pradesh,-94.28,2,3 Months Plan,14,52.65368525513195,1
4G,Vi,Uttar Pradesh,-78.47,11,Yearly Plan,29,24.52042297301601,0
5G,Vi,Gujarat,-79.67,1,Monthly Plan,22,20.340919421260605,1
5G,Vi,Tamil Nadu,-84.61,7,Yearly Plan,14,31.82821174721352,0
5G,Vi,Gujarat,-93.08,1,Monthly Plan,14,48.5777831490119,1
5G,Vi,Tamil Nadu,-84.69,4,Yearly Plan,48,34.71210604335896,0
5G,Vi,Maharashtra,-112.9,6,Yearly Plan,15,83.41856405780013,0
5G,Vi,Tamil Nadu,-82.67,3,Monthly Plan,62,29.20633966834398,0
5G,Vi,West Bengal,-75.93,5,3 Months Plan,71,16.03075266282132,0
4G,Vi,Rajasthan,-86.94,8,3 Months Plan,71,39.5400608452757,0
5G,Vi,Telangana,-95.44,7,Yearly Plan,38,49.39905827517506,0
4G,Vi,Kerala,-100.81,0,Monthly Plan,8,62.40825050607845,1
5G,Vi,West Bengal,-84.05,0,Monthly Plan,3,31.59551821550677,1
4G,Vi,Rajasthan,-76.79,4,Yearly Plan,12,19.714718051712783,1
4G,Vi,Kerala,-85.69,2,3 Months Plan,2,36.38820729521239,1
4G,Vi,West Bengal,-83.63,0,Yearly Plan,22,34.260479157574544,1
4G,Vi,Rajasthan,-89.11,3,3 Months Plan,5,42.44309989155735,1
5G,Vi,Rajasthan,-94.86,5,3 Months Plan,9,51.18980489877079,1
4G,Vi,Uttar Pradesh,-104.0,0,3 Months Plan,3,71.19635757088538,1
4G,Vi,Kerala,-119.78,8,Monthly Plan,19,94.41933361406998,1
4G,Vi,Kerala,-82.33,2,Monthly Plan,37,30.765436354463844,0
5G,Vi,Uttar Pradesh,-101.98,2,3 Months Plan,57,60.92264027537574,0
5G,Vi,West Bengal,-96.26,0,Yearly Plan,9,53.75318567467633,1
5G,Vi,West Bengal,-79.26,7,Monthly Plan,1,23.15408007506128,1
4G,Vi,Delhi,-85.86,4,Monthly Plan,69,41.15036580971841,0
5G,Vi,Uttar Pradesh,-73.53,1,Monthly Plan,47,9.91130667813752,0
5G,Vi,Tamil Nadu,-97.92,3,3 Months Plan,15,53.90676666512479,1
5G,Vi,Rajasthan,-96.77,1,Yearly Plan,3,53.607463116949006,1
4G,Vi,Uttar Pradesh,-93.94,0,Monthly Plan,5,51.95029782486669,1
4G,Vi,Gujarat,-79.79,8,Yearly Plan,33,27.83850489464236,0
4G,Vi,Delhi,-90.72,0,Monthly Plan,20,44.69677761323522,1
4G,Vi,Maharashtra,-92.81,2,Monthly Plan,51,47.712595043208495,0
4G,Vi,Karnataka,-96.76,11,3 Months Plan,52,57.83032917126573,0
5G,Vi,Tamil Nadu,-83.57,2,3 Months Plan,37,29.927135180561223,0
4G,Vi,Maharashtra,-103.44,4,Yearly Plan,49,69.37953231765823,0
5G,Vi,West Bengal,-76.05,7,Monthly Plan,18,15.515295579280842,1
5G,Vi,Karnataka,-100.77,1,Monthly Plan,4,58.86681995551412,1
5G,Vi,Uttar Pradesh,-88.01,12,Monthly Plan,46,35.60723884523782,0
5G,Vi,Maharashtra,-96.26,8,Monthly Plan,23,51.64997570923414,0
4G,Vi,Tamil Nadu,-89.81,8,Yearly Plan,21,45.181565285385375,0
5G,Vi,Maharashtra,-74.89,2,3 Months Plan,17,16.192275156630885,1
4G,Vi,Kerala,-108.77,3,3 Months Plan,15,74.46110196533783,0
5G,Vi,Telangana,-99.35,1,Yearly Plan,48,59.54139689754968,0
5G,Vi,Karnataka,-81.26,5,Monthly Plan,9,26.01413102354737,1
4G,Vi,Delhi,-94.83,9,Yearly Plan,52,52.29146488493955,0
5G,Vi,Maharashtra,-89.75,8,Yearly Plan,34,41.13143600585016,0
4G,Vi,Uttar Pradesh,-87.01,1,Yearly Plan,2,39.31353604298517,1
5G,Vi,Gujarat,-92.0,6,3 Months Plan,45,46.50077064288841,0
4G,Vi,Kerala,-85.06,9,Yearly Plan,28,33.88378529836756,0
4G,Vi,Uttar Pradesh,-106.12,3,3 Months Plan,8,70.56023509976794,1
4G,Vi,Kerala,-87.42,6,3 Months Plan,12,39.96218867339547,1
5G,Vi,Rajasthan,-76.79,1,Monthly Plan,17,14.923407910567,1
5G,Vi,West Bengal,-86.93,9,Monthly Plan,67,36.493919065068425,0
4G,Vi,Tamil Nadu,-90.06,0,Monthly Plan,6,44.92569125345575,1
5G,Vi,Tamil Nadu,-72.94,3,3 Months Plan,20,11.40539149396697,1
4G,Vi,Kerala,-80.44,12,Monthly Plan,48,28.96127082122237,0
4G,Vi,Gujarat,-93.38,2,3 Months Plan,63,51.08201972637252,0
5G,Vi,Kerala,-87.41,3,Monthly Plan,5,34.58511304531822,1
5G,Vi,Uttar Pradesh,-93.59,6,3 Months Plan,24,48.7618302541503,0
4G,Vi,Delhi,-96.53,1,3 Months Plan,2,57.33906154299204,1
5G,Vi,Karnataka,-94.43,6,Yearly Plan,50,50.286365689307175,0
4G,Vi,Tamil Nadu,-81.41,3,3 Months Plan,39,31.02119610690733,0
5G,Vi,Maharashtra,-95.07,5,3 Months Plan,64,50.7596796621868,0
5G,Vi,Maharashtra,-118.67,0,Monthly Plan,16,94.71552611910514,1
5G,Vi,Rajasthan,-89.15,8,Yearly Plan,17,41.563315944173794,0
4G,Vi,Gujarat,-100.93,4,Monthly Plan,9,63.96393481503897,1
5G,Vi,West Bengal,-86.06,4,3 Months Plan,8,33.067197115208536,1
4G,Vi,Karnataka,-104.59,3,Yearly Plan,20,69.19189713171032,1
4G,Vi,Tamil Nadu,-95.33,4,Monthly Plan,24,52.345640805257744,0
4G,Vi,West Bengal,-85.26,0,Monthly Plan,19,35.780553318840425,1
5G,Vi,Gujarat,-84.26,12,Monthly Plan,56,30.837352541270864,0
5G,Vi,Tamil Nadu,-110.23,9,Monthly Plan,71,78.36977224999875,0
4G,Vi,Delhi,-83.47,4,Yearly Plan,26,31.60686663184932,0
4G,Vi,Rajasthan,-80.03,13,Monthly Plan,57,26.65038629766529,0
5G,Vi,Karnataka,-87.5,9,3 Months Plan,64,35.58985897913828,0
5G,Vi,Rajasthan,-94.13,6,Monthly Plan,18,48.0690998319095,1
4G,Vi,Tamil Nadu,-93.06,0,Yearly Plan,6,50.09043308392806,1
4G,Vi,Delhi,-95.19,1,3 Months Plan,23,52.51948203952313,1
4G,Vi,Tamil Nadu,-93.7,1,3 Months Plan,40,50.86338518652743,0
5G,Vi,Uttar Pradesh,-84.92,2,3 Months Plan,2,32.96944079046508,1
4G,Vi,Kerala,-92.7,6,3 Months Plan,32,51.3756983510144,0
5G,Vi,Rajasthan,-73.98,4,Monthly Plan,62,11.41935869237237,0
4G,Vi,Rajasthan,-88.1,1,Yearly Plan,54,40.24808269052694,0
4G,Vi,Maharashtra,-99.86,3,3 Months Plan,10,64.60109124541329,1
5G,Vi,Tamil Nadu,-82.69,1,Yearly Plan,11,28.531513474210847,1
4G,Vi,Rajasthan,-107.24,1,Yearly Plan,16,76.8627067410778,1
5G,Vi,Telangana,-75.71,0,Monthly Plan,20,16.44673143607208,1
4G,Vi,Uttar Pradesh,-98.69,12,3 Months Plan,66,59.10784441947872,0
5G,Vi,Tamil Nadu,-99.87,3,Yearly Plan,9,59.11599672540746,1
4G,Vi,Kerala,-101.49,5,3 Months Plan,40,63.347789559310776,0
4G,Vi,Karnataka,-95.92,2,3 Months Plan,8,55.74089099104841,1
5G,Vi,Telangana,-95.94,4,Monthly Plan,17,52.29361059671044,1
4G,Vi,West Bengal,-94.78,7,Monthly Plan,40,52.167909743449584,0
4G,Vi,Maharashtra,-81.28,4,3 Months Plan,14,30.226897065314656,1
5G,Vi,Karnataka,-76.32,7,3 Months Plan,34,17.209839484250868,0
4G,Vi,West Bengal,-77.98,6,Yearly Plan,23,22.109447823226823,1
4G,Vi,Maharashtra,-99.09,0,Yearly Plan,17,59.10623873186466,1
5G,Vi,Gujarat,-96.23,0,Yearly Plan,7,53.236070977704486,1
5G,Vi,Delhi,-107.47,0,Monthly Plan,24,75.61262823258176,1
4G,Vi,Uttar Pradesh,-84.48,1,Yearly Plan,24,37.97517075747455,1
5G,Vi,Karnataka,-96.88,5,3 Months Plan,11,55.28664637136186,1
4G,Vi,Karnataka,-97.64,0,3 Months Plan,22,56.27304163050475,1
4G,Vi,Telangana,-101.74,5,3 Months Plan,65,65.42808534368253,0
5G,Vi,West Bengal,-86.32,1,3 Months Plan,12,36.68852392246135,1
5G,Vi,Delhi,-86.16,3,3 Months Plan,50,33.34688383603906,0
5G,Vi,Karnataka,-98.43,4,Monthly Plan,11,55.10444256328739,1
4G,Vi,West Bengal,-113.78,7,Monthly Plan,21,84.30828055783967,1
5G,Vi,Telangana,-101.39,9,Monthly Plan,21,60.59726446220615,0
4G,Vi,West Bengal,-84.56,9,Monthly Plan,23,35.40207414367095,0
4G,Vi,Telangana,-84.45,13,Yearly Plan,17,34.89259520076019,0
5G,Vi,Kerala,-89.11,1,Monthly Plan,2,39.51179709438856,1
5G,Vi,Gujarat,-118.67,9,3 Months Plan,63,92.63819787138794,0
4G,Vi,Karnataka,-84.83,4,Monthly Plan,7,36.620741467814085,1
5G,Vi,Telangana,-84.53,0,Yearly Plan,18,33.05748397848626,1
5G,Vi,Gujarat,-115.42,2,3 Months Plan,5,85.35743020846483,1
4G,Vi,Karnataka,-86.55,1,3 Months Plan,11,35.99846355028452,1
4G,Vi,Gujarat,-92.73,1,Yearly Plan,8,47.58544430215032,1
